,comment
10594,인터넷뱅킹을 맹신하다가 금전적인 손해를 본 경험자로서 비록 앱일지언정 보안 신뢰가 최고의 선택 기준입니다 일단 여느 은행이 다 비슷할 거이라 보고 나의 선택 기준은 국민은행이라 스타뱅킹을 주거래은행으로 사용합니다
10595,접속하기 편해요
10596,좋아요
10597,설명이 매우 간결하고 알아보기 쉽다 타 뱅킹은 조잡한 글씨와 이모티콘으로 이곳저곳을 뒤져야 하는 반면 스타뱅킹은 카테고리도 잘 되어있고 찾기 매우 편함 20년째 국민은행만 이용하고 스타뱅킹 매우 우수
10598,좋아요
10599,쉽게 이용할 수 있어서 좋아요
10600,사용하면서 자산관리도 할 수 있게 보기 편하고 예전에는 계좌이체하려고 은행까지 가야 되는 수고 가 있었는데 이런 사용함에 있어 장점이 있네요 더 많은 장점이 있는데 생각하는 것만 적어요 
10601,사용하기 편하게 메뉴 구성이 되어있어요
10602,주거래은행이라 항상 쓰고 있는데 색감도 좋고 쓰기 편해요 타 은행보다 오류도 적은 것 같아요 좋아요
10603,여러 금융 앱 중 편리성 부분은 가장 좋은 거 같습니다 가끔 로그인할 때 버그가 있는데 그 부분만 개선 부탁드립니다
10604,빠른 이체 서비스 좋고 금융상품도 잘 설명되어있어서 직접 가입도 가능 아주 유용하게 잘 쓰고 있어요
10605,Kb star banking 은 사용자가 편하게 이용할 수 있게 되어 있어 지난 10년간 즐겁게 이용하고 있어요
10606,KB 스타뱅킹 잘 사용하고 있습니다 앱의 구성이 편리합니다 원하는 정보들을 쉽게 찾을 수 있어서 참 좋습니다 여러 가지 방식으로 로그인할 수 있어서 저에게 맞는 방법을 선택해서 로그인하고 있어요 이용자의 편리함을 생각하는 KB 스타뱅킹 어플 너무 좋아요 앞으로도 잘 사용하겠습니다
10607,계좌이체나 적금통장
10608,너무너무 잘 쓰고 있어요  최고예요 굳
10609,빠른 이체 기능이 제일 좋아요
10610,다양한 정보와 이벤트가 많고 필요한 기능이 한눈에 들어오게 잘 만들어졌어요 몇 년째 만족하며 사용 중
10611,보안이 튼튼하니 안심돼요 이젠 모바일로 운행 업무해요
10612,접근성이 좋고 간단히 kb카드 사용 기록도 알아볼 수 있어서 편해요 KB 부동산 시세도 검색할 수 있으면 좋겠습니다
10613,사용하기 편리하고 간편한 앱입니다 전 국민 앱만 사용해요
10614,항상 이영하는 국민은행 어플 간편하고 깔끔하게 되어있어 이해도가 쉬워요
10615,주거래 은행으로 스타뱅킹 정말 잘 쓰고 있습니다 해외에서 확인할 때도 무리 없이 잘 됐고 이체나 송금도 편리합니다 군더더기 없이 보험 증권 등 다 같이 한 번에 볼 수 있고 좋습니다 다른 은행 앱들도 쓰고 있긴 한데 심플하니 알기 쉽고 참 좋아요 굿굿
10616,주거래은행이고 편리하고 좋아요
10617,맨날 국민만 쓰다 보니 너무 편리해요
10618,주거래 은행이 국민은행이다 보니 쭉 국민은행 어플만 쓰게 되네요 많은 은행 어플을 써본 건 아니지만 타은행보다 편리한 것 같습니다
10619,노란색으로 중요 표시를 구분하고 공인인증서 없이 로그인하여 조회나 이체가 쉽습니다 화면전환 속도가 빠른 편이라 이용하는데 편하네요
10620,잘 사용하고 있습니다
10621,오랫동안 써오고 있는데 익숙해서 그런지 편하고 좋아요
10622,주거래 은행으로 타 은행 앱 보다 직관적이라서 좋아요 그리고 너무 조잡하지 않고요 상당히 만족스럽습니다
10623,사용하는데 크게 어려움은 없으나 좀 더 쉽고 보기 편하게 되어 있었으면 좋겠어요
10624,좋아요
10625,현재 입출금 사용과 빠른 이체 사용 잘하고 있습니다 예약 출금 기능이 부가되면 좋겠습니다
10626,편리함
10627,불편사항 없이 잘 쓰고 있어요 무엇보다 보기 편해요
10628,주거래은행으로 이용하는 kb국민은행 앱 최고예요 사용하기도 편리하고 오류도 잘 없네요
10629,Kb 스타뱅킹 편하게 사용 중입니다
10630,타은행 제 계좌로 이용하다가 마이핏통장이 효율적인 가계 운영에 도움이 될 것 같아서 개설하고 이용 중입니다 앱 구동형은 나쁘지 않은데 스타뱅킹리브리브똑똑 어플이 너무 많네요
10631,편리해요
10632,매우 편리하고 유용합니다
10633,쓰기 편해요
10634,이용이 편리하고 앱이 여러 사람들이 사용하고 있는 느낌이 든다
10635,늘 편하게 이용하고 있어요 이체 계좌번호 잊기 쉬운데 최근 계좌 선택으로 쉽게 보내고 내 계좌 내의 간편한 이체로 보안카드 없이도 가능해서 편합니다
10636,타행계좌조회까지 조회 가능하여 편리함이 더해졌어요 오래오래 잘 사용하고 있으며 불만족스러운 부분은 없는 것 같습니다
10637,편리합니다
10638,인터넷 뱅킹 손쉽게 처리할 수 있어서 좋아요 공과금 낼 때도 편리해요
10639,주거래은행이라 자주 쓰지만 불편함 없이 잘 쓰고 있어요
10640,너무 잘 쓰고 잏흡니다 강추합니다
10641,오랜 기간 사용을 해오면서 편리합니다 인터페이스도 좋고 이벤트도 많아요 단지 통합된 어플을 만들어주세요
10642,국민은행 최고
10643,오류 없고 편하게 사용하고 있어요
10644,처음 로그인 시 간편 비번 입력하는 게 인식이 가끔 안될 때가 있어요 그리고 이체할 때 타은행은 간편 비번이나 지문인식으로 이체할 수 있지만 국민은행은 보안카드번호를 넣으라고 해서 이체하기 쉽지가 않네요 요새 지각들고 다니는 사람 별로 없잖아요 그거 빼면 좋습니다
10645,아직 모든 은행 통합이 안됨
10646,국민은행 앱 좋은데 국민은행 관련 앱이 너무 많아요 통합되면 좋겠어요
10647,잘 사용하고 있어요 이 어플뿐만 아니라 리브 카드 어플도 다 유용하고 아주 편리해요 개선이 되었으면 하는 부분이 있다면 통장 조회 목록 보기 할 때 여러 통장 중 일부 통장의 금액만 볼 수 있게도 설정이 가능했으면 좋겠어요
10648,1등 금융 리브 핸드폰도 할인받고 사용하면 할수록 등급 올라가서 보너스 혵ㅐ도 있어요 좋아요
10649,편하고 좋아요
10650,폰뱅킹 쓰다가 넘어왔는데 이체한도도 늘어나고 더 빨리 이체 처리되어 좋습니다
10651,오랫동안 주거래은행으로 피한 스타뱅킹 어플도 편리하고 다양한 혜택도 만족스럽습니다
10652,항상 쓰는 앱이라 익숙해서 좋고 한눈에 들어오게 정리돼있는 느낌이라 편해요
10653,국민은행 앱이 최고예요 로그인할 때 제가 원하는 방법으로 할 수 있도록 여러 탭이 바로 보여서 편리해요 메뉴 분류 구성도 잘 되어 있고요 불편한 점 없이 잘 쓰고 있습니다 디자인적으로도 국민은행의 시그니처인 개나리색이 포인트로 있어서 산뜻하네요 다가오는 봄 산뜻한 국민은행과 함께 할 수 있어서 행복합니다
10654,이벤트 혜택도 많고 통장 입출금 내역도 한눈에 보기 쉽게 되어있어 자주 애용합니다 앱도 자주 업데이트되어 점점 사용하기 편해집니다
10655,로그인이 약간 느리지만 편리해요
10656,주거래은행이라 그동안 쭉 사용했는데 거의 모든 은행 업무가 앱에서 처리되어 편리하고 좋습니다
10657,타 은행 인터넷 뱅킹도 사용 중이지만 직관성은 KB가 젤 나은 거 같음
10658,사용이 편리합니다 오래전부터 국민만 쓰고 있어서 그런지 UIUX가 편합니다 타 은행처럼 조잡하지 않고 눈이 편해서 좋네요
10659,여러 인터넷뱅킹을 사용해봤지만 아무래도 주거래 은행 위주로 쓰니 스타뱅킹을 젤 많이 씁니다 은행 계좌를 한눈에 볼 수 있게 신청하니 여러 은행 뱅킹을 접속하지 않아도 손쉽게 스타뱅킹에서 해결할 수 있어 너무나 편리합니다
10660,주거래 은행이라서 4년 넘게 잘 사용하고 있습니다 편리합니다
10661,뱅킹 어플 중에선 제일 간편하고 한 번에 루트 찾아가기 쉬움
10662,가독성도 좋고 오류 없이 정말 편함 특히 kb 모바일 인증서 생긴 후에 더 편하고 빠른 이체 기능 정말 칭찬합니다 이제까진 다 만족
10663,편리하고 좋아요 하루에도 몇 번씩 이용하고 있어요
10664,좋아요
10665,국민은행 앱이 젤 편리해요 최고
10666,사용하기 편합니다
10667,매일 이용하는 사용자인데 메뉴 구성도 잘 되어있고 속도도 빨라 좋아요
10668,좋습니다
10669,지문으로 잠금 해제 후 편리하게 쓰고 있습니다 앱도 보기 좋게 되어있어서 항상 편하게 쓰네요 더 많은 발전 응원합니다
10670,다른 은행 앱에 비해서 메뉴를 편하게 찾을 수 있어서 좋아요 색감도 눈에 부담스럽지 않고요 무엇보다 글씨체가 좋아요 따로 다운로드하고 싶어요
10671,은행 업무 한 번에 볼 수 있고 계좌조회 펀드 내역까지 쉽게 볼 수 있어서 편해요
10672,좋아요
10673,굿 좋아요 주거래은행 짱
10674,디자인 직관적이고 굉장히 편리하네요
10675,어렸을 때부터 계속 국민은행만 이용하고 있어요 앱도 편리해서 꾸준히 사용하게 되네요
10676,지문인식 등 여러 가지 로그인 방식을 제공해서 편리하고 은행 안 가고도 대부분의 업무를 다 처리할 수 있어서 좋아요 
10677,정말 편리하게 잘 사용하고 있습니다
10678,화면 보기 편하고 이용도 편리함 간편 이체 타은행 계좌 보기도 다 갖춰져있어서 사용 용이
10679,첫 화면에 계좌별 정보가 곧바로 뜨고 어렵지 않게 업무를 처리할 수 있어 좋습니다
10680,이체할 때 적금 확인할 때 공인인증서 확인할 때 사용하기 편합니다
10681,안전하고 편리한입니다 그리고 시각적 이미지도 전문적인 느낌을 주어 너무 좋아요 
10682,사용하기 편리하고 쉽고 빠른 앱입니다 다른 은행 앱 대비 정말 편하고 좋네요 대출이 많은데 주다 대나 연금대출이나 국민은행이 제일 싼 듯
10683,수십 년 사용하던 주거래은행이 따로 있었는데 얼마 전에 국민으로 갈아탔어요 스타뱅킹은 렉도 없고 일단 노랑 컬러가 눈에 쏙쏙 들어오네요 너무 좋아요 자주 이용하고 있어요
10684,예전보다 사용 메뉴 등이 편리해지고 자산별 확인이 쉬워져서 좋네요 상세 메뉴 이름을 좀 더 쉽게 찾을 수 있게 해면 더 좋을 것 같아요
10685,앱 사용이 편리하고 깔끔하며 보안이 확실하고 믿음직해요
10686,눈이 잘 안 보이시는 저희 엄마도 큰 글씨로 이 볼 수 있어 편해요 저도 잘 이용하고 있고요
10687,주거래 은행으로 앱이 깔끔하고 카테고리가 찾기 쉽게 잘 되어 있어 사용하기 쉬우며 편리하고 입금과 출금 이체할 때도 편리하게 잘 사용하고 있어요 특히 좋은 건 타은행 부산은행 계좌 등록해 놓으니 입출금 내역 바로 확인이 가능하고 ATM 돈을 찾을 때도 국민은행 ATM 기기에서 부산은행 돈을 찾을 수 있다는 게 너무 좋네요
10688,스타뱅킹 사용한 지 1년이 채 안 됐는데 오픈뱅킹까지 이용하면서 스타뱅킹만 이용하게 됩니다 그 정도로 편리하고 좋아요
10689,주거래은행으로 오랜 시간 동안 사용해왔습니다 화면이 직관적이고 깔끔하여 편리하고 오픈뱅킹도 여기에서 활용하고 있어요 타 은행에 비해 여러 편리한 기능이 있어 좋아요
10690,늘 편하게 잘 쓰고 있어요 감사해요
10691,편리하고 복잡하지 않고 쉽게 이용할 수 있어서 좋아요
10692,사용하기 편해요
10693,간단한 조회 및 외환업무 통장 개설 등 어플 하나로 전부 편리하게 할 수 있어서 좋아요 다른 은행처럼 이런저런 기능을 위해 불필요한 추가 어플 사용이 적은 게 제일 좋은 점인 거 같아요
10694,가끔 에러가 나긴 하지만 유용해요
10695,가장 오래 거래한 은행 이자 지금까지도 가장 자주 이용하는 은행이고 어플이에요 자주 업데이트하여 사용에 불편함이 없어 매우 만족합니다
10696,은행 어플 하나로 IRP를 포함한 모든 금융 상품 및 이체 거래가 가능해서 좋습니다
10697,주거래 은행으로 앱으로 여러 가지 처리를 하고 있습니다 사용하기에 편리함이 있습니다 다만 국민은행 관련 앱들이 너무 많아서 다 깔기는 힘든 현실입니다 너무 산발적인 것이 아닌가 생각합니다
